response_id,enrollment_id,group_id,group_name,group_code,is_preview,assignment_external_id,assignment_title,question_external_id,kc_name,step_key,attempts,first_try_correct,replayed,created_at
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-1,1,t,f,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-2,1,t,f,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-3,2,f,t,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-4,1,t,f,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-5,1,t,f,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-6,1,t,f,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-7,1,t,f,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-8,2,f,t,2026-04-12 03:14:20.852084+00
883877,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,013053d0-9ba9-457f-9142-4b808bda59b0,Negative numbers on number line,step-9,1,t,f,2026-04-12 03:14:20.852084+00
883878,1923,337,PREP - 6th Grade,PRP6,f,6fa9b223-b9fe-4923-b20f-1a22e9266a9e,Lesson 1 Part A: Positive and Negative Numbers,c564c0c6-ff7c-4e26-a1b8-2acfec6a9fb3,Comparing integers on number lines,step-0,1,t,f,2026-04-12 03:15:50.422122+00
